symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2025-12-05T10:21:50.474607,20,0.1141,slightly_bullish,-0.0607,0.8359,mixed_signals,8,0,12
MSFT,2025-12-05T10:21:50.487443,20,0.1141,slightly_bullish,0.0594,0.8359,positive_momentum,8,0,12
GOOGL,2025-12-05T10:21:50.498655,20,0.1141,slightly_bullish,0.0755,0.8359,positive_momentum,8,0,12
AMZN,2025-12-05T10:21:50.509657,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
META,2025-12-05T10:21:50.520923,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
NVDA,2025-12-05T10:21:50.531854,20,0.1141,slightly_bullish,-0.1148,0.8359,mixed_signals,8,0,12
TSLA,2025-12-05T10:21:50.542996,20,0.1141,slightly_bullish,-0.0389,0.8359,mixed_signals,8,0,12
JPM,2025-12-05T10:21:50.554540,20,0.1141,slightly_bullish,-0.0156,0.8359,mixed_signals,8,0,12
V,2025-12-05T10:21:50.565511,20,0.1141,slightly_bullish,0.0469,0.8359,positive_momentum,8,0,12
JNJ,2025-12-05T10:21:50.576392,20,0.1141,slightly_bullish,0.1742,0.8359,positive_momentum,8,0,12
