symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2025-12-08T10:23:45.298707,20,0.1141,slightly_bullish,0.012,0.8359,positive_momentum,8,0,12
MSFT,2025-12-08T10:23:45.312289,20,0.1141,slightly_bullish,0.0,0.8359,mixed_signals,8,0,12
GOOGL,2025-12-08T10:23:45.323294,20,0.1141,slightly_bullish,0.012,0.8359,positive_momentum,8,0,12
AMZN,2025-12-08T10:23:45.335515,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
META,2025-12-08T10:23:45.348931,20,0.1141,slightly_bullish,0.063,0.8359,positive_momentum,8,0,12
NVDA,2025-12-08T10:23:45.360901,20,0.1141,slightly_bullish,0.1764,0.8359,positive_momentum,8,0,12
TSLA,2025-12-08T10:23:45.372033,20,0.1141,slightly_bullish,0.1018,0.8359,positive_momentum,8,0,12
JPM,2025-12-08T10:23:45.383167,20,0.1141,slightly_bullish,0.0625,0.8359,positive_momentum,8,0,12
V,2025-12-08T10:23:45.394025,20,0.1141,slightly_bullish,0.1742,0.8359,positive_momentum,8,0,12
JNJ,2025-12-08T10:23:45.404801,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
