symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2025-12-03T14:21:33.243060,20,0.1141,slightly_bullish,-0.0393,0.8359,mixed_signals,8,0,12
MSFT,2025-12-03T14:21:33.254723,20,0.1141,slightly_bullish,-0.0898,0.8359,mixed_signals,8,0,12
GOOGL,2025-12-03T14:21:33.264622,20,0.1141,slightly_bullish,0.0469,0.8359,positive_momentum,8,0,12
AMZN,2025-12-03T14:21:33.274703,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
META,2025-12-03T14:21:33.284777,20,0.1141,slightly_bullish,-0.0117,0.8359,mixed_signals,8,0,12
NVDA,2025-12-03T14:21:33.294876,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
TSLA,2025-12-03T14:21:33.304973,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
JPM,2025-12-03T14:21:33.315942,20,0.1141,slightly_bullish,-0.0658,0.8359,mixed_signals,8,0,12
V,2025-12-03T14:21:33.326134,20,0.1141,slightly_bullish,-0.1014,0.8359,mixed_signals,8,0,12
JNJ,2025-12-03T14:21:33.336203,20,0.1141,slightly_bullish,-0.0326,0.8359,mixed_signals,8,0,12
