symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2025-12-01T10:23:59.046036,20,0.1141,slightly_bullish,-0.0602,0.8359,mixed_signals,8,0,12
MSFT,2025-12-01T10:23:59.057842,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
GOOGL,2025-12-01T10:23:59.067987,20,0.1141,slightly_bullish,0.0268,0.8359,positive_momentum,8,0,12
AMZN,2025-12-01T10:23:59.077570,20,0.1141,slightly_bullish,-0.075,0.8359,mixed_signals,8,0,12
META,2025-12-01T10:23:59.087202,20,0.1141,slightly_bullish,-0.0385,0.8359,mixed_signals,8,0,12
NVDA,2025-12-01T10:23:59.096824,20,0.1141,slightly_bullish,0.0745,0.8359,positive_momentum,8,0,12
TSLA,2025-12-01T10:23:59.106416,20,0.1141,slightly_bullish,0.0477,0.8359,positive_momentum,8,0,12
JPM,2025-12-01T10:23:59.115971,20,0.1141,slightly_bullish,-0.1487,0.8359,mixed_signals,8,0,12
V,2025-12-01T10:23:59.125751,20,0.1141,slightly_bullish,0.0005,0.8359,positive_momentum,8,0,12
JNJ,2025-12-01T10:23:59.135467,20,0.1141,slightly_bullish,-0.0893,0.8359,mixed_signals,8,0,12
