title,description,source,published_at,url,content,sentiment_score,sentiment_label,subjectivity,symbol
AAPL Faces Regulatory Scrutiny,Regulators are investigating AAPL's business practices.,Bloomberg,2025-12-04 00:24:46.778654,https://example.com/news/aapl-3,Regulators are investigating AAPL's business practices. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.0,AAPL
AAPL Expands into New Markets,AAPL announces strategic expansion into emerging markets.,Seeking Alpha,2025-12-03 20:24:46.778776,https://example.com/news/aapl-17,AAPL announces strategic expansion into emerging markets. Full analysis of AAPL's market position and outlook.,0.13636363636363635,positive,0.45454545454545453,AAPL
AAPL Announces New Product Line,AAPL unveiled innovative products expected to drive future growth.,MarketWatch,2025-12-02 22:24:46.778640,https://example.com/news/aapl-1,AAPL unveiled innovative products expected to drive future growth. Full analysis of AAPL's market position and outlook.,0.1340909090909091,positive,0.4948863636363636,AAPL
AAPL Reports Strong Quarterly Earnings,AAPL exceeded analyst expectations with robust revenue growth.,Reuters,2025-12-02 10:24:46.778625,https://example.com/news/aapl-0,AAPL exceeded analyst expectations with robust revenue growth. Full analysis of AAPL's market position and outlook.,0.43333333333333335,positive,0.7333333333333334,AAPL
AAPL Announces New Product Line,AAPL unveiled innovative products expected to drive future growth.,Reuters,2025-12-02 01:24:46.778727,https://example.com/news/aapl-11,AAPL unveiled innovative products expected to drive future growth. Full analysis of AAPL's market position and outlook.,0.1340909090909091,positive,0.4948863636363636,AAPL
AAPL Stock Drops Amid Market Concerns,AAPL shares fell following broader market uncertainty.,CNBC,2025-12-01 10:24:46.778661,https://example.com/news/aapl-4,AAPL shares fell following broader market uncertainty. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.1,AAPL
AAPL CEO Discusses Future Strategy,Leadership outlines growth plans and strategic priorities.,Financial Times,2025-12-01 04:24:46.778703,https://example.com/news/aapl-8,Leadership outlines growth plans and strategic priorities. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.125,AAPL
Market Watch: AAPL Trading Volumes Surge,Trading activity in AAPL has increased significantly this week.,Barron's,2025-11-30 18:24:46.778766,https://example.com/news/aapl-16,Trading activity in AAPL has increased significantly this week. Full analysis of AAPL's market position and outlook.,0.375,positive,0.875,AAPL
Analysts Upgrade AAPL Stock Rating,Major investment banks have raised their price targets for AAPL.,Reuters,2025-11-30 13:24:46.778648,https://example.com/news/aapl-2,Major investment banks have raised their price targets for AAPL. Full analysis of AAPL's market position and outlook.,0.0625,neutral,0.5,AAPL
AAPL CEO Discusses Future Strategy,Leadership outlines growth plans and strategic priorities.,Yahoo Finance,2025-11-30 12:24:46.778785,https://example.com/news/aapl-18,Leadership outlines growth plans and strategic priorities. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.125,AAPL
AAPL Reports Strong Quarterly Earnings,AAPL exceeded analyst expectations with robust revenue growth.,Seeking Alpha,2025-11-29 23:24:46.778719,https://example.com/news/aapl-10,AAPL exceeded analyst expectations with robust revenue growth. Full analysis of AAPL's market position and outlook.,0.43333333333333335,positive,0.7333333333333334,AAPL
Industry Report: AAPL Leads Sector,AAPL maintains market leadership position in its industry.,Yahoo Finance,2025-11-29 16:24:46.778711,https://example.com/news/aapl-9,AAPL maintains market leadership position in its industry. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.0,AAPL
AAPL Expands into New Markets,AAPL announces strategic expansion into emerging markets.,MarketWatch,2025-11-29 15:24:46.778691,https://example.com/news/aapl-7,AAPL announces strategic expansion into emerging markets. Full analysis of AAPL's market position and outlook.,0.13636363636363635,positive,0.45454545454545453,AAPL
AAPL Faces Regulatory Scrutiny,Regulators are investigating AAPL's business practices.,Barron's,2025-11-29 11:24:46.778743,https://example.com/news/aapl-13,Regulators are investigating AAPL's business practices. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.0,AAPL
Analysts Upgrade AAPL Stock Rating,Major investment banks have raised their price targets for AAPL.,CNBC,2025-11-28 10:24:46.778735,https://example.com/news/aapl-12,Major investment banks have raised their price targets for AAPL. Full analysis of AAPL's market position and outlook.,0.0625,neutral,0.5,AAPL
AAPL Stock Drops Amid Market Concerns,AAPL shares fell following broader market uncertainty.,Bloomberg,2025-11-28 03:24:46.778750,https://example.com/news/aapl-14,AAPL shares fell following broader market uncertainty. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.1,AAPL
AAPL Announces Restructuring Plan,AAPL is implementing cost-cutting measures to improve margins.,The Wall Street Journal,2025-11-27 12:24:46.778758,https://example.com/news/aapl-15,AAPL is implementing cost-cutting measures to improve margins. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.0,AAPL
Industry Report: AAPL Leads Sector,AAPL maintains market leadership position in its industry.,MarketWatch,2025-11-27 04:24:46.778790,https://example.com/news/aapl-19,AAPL maintains market leadership position in its industry. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.0,AAPL
AAPL Announces Restructuring Plan,AAPL is implementing cost-cutting measures to improve margins.,Barron's,2025-11-26 21:24:46.778672,https://example.com/news/aapl-5,AAPL is implementing cost-cutting measures to improve margins. Full analysis of AAPL's market position and outlook.,0.0,neutral,0.0,AAPL
Market Watch: AAPL Trading Volumes Surge,Trading activity in AAPL has increased significantly this week.,Yahoo Finance,2025-11-26 14:24:46.778682,https://example.com/news/aapl-6,Trading activity in AAPL has increased significantly this week. Full analysis of AAPL's market position and outlook.,0.375,positive,0.875,AAPL
Analysts Upgrade MSFT Stock Rating,Major investment banks have raised their price targets for MSFT.,Seeking Alpha,2025-12-03 21:24:46.819589,https://example.com/news/msft-2,Major investment banks have raised their price targets for MSFT. Full analysis of MSFT's market position and outlook.,0.0625,neutral,0.5,MSFT
Market Watch: MSFT Trading Volumes Surge,Trading activity in MSFT has increased significantly this week.,MarketWatch,2025-12-02 19:24:46.819694,https://example.com/news/msft-16,Trading activity in MSFT has increased significantly this week. Full analysis of MSFT's market position and outlook.,0.375,positive,0.875,MSFT
MSFT CEO Discusses Future Strategy,Leadership outlines growth plans and strategic priorities.,Barron's,2025-12-02 16:24:46.819638,https://example.com/news/msft-8,Leadership outlines growth plans and strategic priorities. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.125,MSFT
MSFT Reports Strong Quarterly Earnings,MSFT exceeded analyst expectations with robust revenue growth.,Financial Times,2025-12-02 13:24:46.819547,https://example.com/news/msft-0,MSFT exceeded analyst expectations with robust revenue growth. Full analysis of MSFT's market position and outlook.,0.43333333333333335,positive,0.7333333333333334,MSFT
MSFT Faces Regulatory Scrutiny,Regulators are investigating MSFT's business practices.,Reuters,2025-12-01 20:24:46.819597,https://example.com/news/msft-3,Regulators are investigating MSFT's business practices. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.0,MSFT
MSFT Announces Restructuring Plan,MSFT is implementing cost-cutting measures to improve margins.,Bloomberg,2025-12-01 14:24:46.819690,https://example.com/news/msft-15,MSFT is implementing cost-cutting measures to improve margins. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.0,MSFT
MSFT Announces New Product Line,MSFT unveiled innovative products expected to drive future growth.,Financial Times,2025-12-01 14:24:46.819662,https://example.com/news/msft-11,MSFT unveiled innovative products expected to drive future growth. Full analysis of MSFT's market position and outlook.,0.1340909090909091,positive,0.4948863636363636,MSFT
MSFT Announces Restructuring Plan,MSFT is implementing cost-cutting measures to improve margins.,Reuters,2025-12-01 11:24:46.819613,https://example.com/news/msft-5,MSFT is implementing cost-cutting measures to improve margins. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.0,MSFT
MSFT Announces New Product Line,MSFT unveiled innovative products expected to drive future growth.,MarketWatch,2025-12-01 11:24:46.819578,https://example.com/news/msft-1,MSFT unveiled innovative products expected to drive future growth. Full analysis of MSFT's market position and outlook.,0.1340909090909091,positive,0.4948863636363636,MSFT
Analysts Upgrade MSFT Stock Rating,Major investment banks have raised their price targets for MSFT.,Yahoo Finance,2025-12-01 05:24:46.819670,https://example.com/news/msft-12,Major investment banks have raised their price targets for MSFT. Full analysis of MSFT's market position and outlook.,0.0625,neutral,0.5,MSFT
Market Watch: MSFT Trading Volumes Surge,Trading activity in MSFT has increased significantly this week.,Seeking Alpha,2025-12-01 00:24:46.819622,https://example.com/news/msft-6,Trading activity in MSFT has increased significantly this week. Full analysis of MSFT's market position and outlook.,0.375,positive,0.875,MSFT
MSFT Stock Drops Amid Market Concerns,MSFT shares fell following broader market uncertainty.,Financial Times,2025-11-30 23:24:46.819686,https://example.com/news/msft-14,MSFT shares fell following broader market uncertainty. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.1,MSFT
MSFT Expands into New Markets,MSFT announces strategic expansion into emerging markets.,Yahoo Finance,2025-11-30 15:24:46.819630,https://example.com/news/msft-7,MSFT announces strategic expansion into emerging markets. Full analysis of MSFT's market position and outlook.,0.13636363636363635,positive,0.45454545454545453,MSFT
MSFT Reports Strong Quarterly Earnings,MSFT exceeded analyst expectations with robust revenue growth.,Bloomberg,2025-11-30 11:24:46.819654,https://example.com/news/msft-10,MSFT exceeded analyst expectations with robust revenue growth. Full analysis of MSFT's market position and outlook.,0.43333333333333335,positive,0.7333333333333334,MSFT
MSFT Stock Drops Amid Market Concerns,MSFT shares fell following broader market uncertainty.,Financial Times,2025-11-30 09:24:46.819605,https://example.com/news/msft-4,MSFT shares fell following broader market uncertainty. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.1,MSFT
MSFT Expands into New Markets,MSFT announces strategic expansion into emerging markets.,Barron's,2025-11-29 01:24:46.819699,https://example.com/news/msft-17,MSFT announces strategic expansion into emerging markets. Full analysis of MSFT's market position and outlook.,0.13636363636363635,positive,0.45454545454545453,MSFT
Industry Report: MSFT Leads Sector,MSFT maintains market leadership position in its industry.,Seeking Alpha,2025-11-28 03:24:46.819646,https://example.com/news/msft-9,MSFT maintains market leadership position in its industry. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.0,MSFT
MSFT CEO Discusses Future Strategy,Leadership outlines growth plans and strategic priorities.,MarketWatch,2025-11-27 00:24:46.819703,https://example.com/news/msft-18,Leadership outlines growth plans and strategic priorities. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.125,MSFT
MSFT Faces Regulatory Scrutiny,Regulators are investigating MSFT's business practices.,MarketWatch,2025-11-26 17:24:46.819680,https://example.com/news/msft-13,Regulators are investigating MSFT's business practices. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.0,MSFT
Industry Report: MSFT Leads Sector,MSFT maintains market leadership position in its industry.,Reuters,2025-11-26 13:24:46.819708,https://example.com/news/msft-19,MSFT maintains market leadership position in its industry. Full analysis of MSFT's market position and outlook.,0.0,neutral,0.0,MSFT
Analysts Upgrade GOOGL Stock Rating,Major investment banks have raised their price targets for GOOGL.,Reuters,2025-12-03 13:24:46.830941,https://example.com/news/googl-12,Major investment banks have raised their price targets for GOOGL. Full analysis of GOOGL's market position and outlook.,0.0625,neutral,0.5,GOOGL
Industry Report: GOOGL Leads Sector,GOOGL maintains market leadership position in its industry.,Financial Times,2025-12-03 05:24:46.830918,https://example.com/news/googl-9,GOOGL maintains market leadership position in its industry. Full analysis of GOOGL's market position and outlook.,0.0,neutral,0.0,GOOGL
GOOGL Expands into New Markets,GOOGL announces strategic expansion into emerging markets.,CNBC,2025-12-02 09:24:46.830903,https://example.com/news/googl-7,GOOGL announces strategic expansion into emerging markets. Full analysis of GOOGL's market position and outlook.,0.13636363636363635,positive,0.45454545454545453,GOOGL
Industry Report: GOOGL Leads Sector,GOOGL maintains market leadership position in its industry.,MarketWatch,2025-12-02 00:24:46.830989,https://example.com/news/googl-19,GOOGL maintains market leadership position in its industry. Full analysis of GOOGL's market position and outlook.,0.0,neutral,0.0,GOOGL
GOOGL Announces Restructuring Plan,GOOGL is implementing cost-cutting measures to improve margins.,Reuters,2025-12-02 00:24:46.830966,https://example.com/news/googl-15,GOOGL is implementing cost-cutting measures to improve margins. Full analysis of GOOGL's market position and outlook.,0.0,neutral,0.0,GOOGL
GOOGL Stock Drops Amid Market Concerns,GOOGL shares fell following broader market uncertainty.,CNBC,2025-12-01 11:24:46.830956,https://example.com/news/googl-14,GOOGL shares fell following broader market uncertainty. Full analysis of GOOGL's market position and outlook.,0.0,neutral,0.1,GOOGL
