symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2025-12-09T18:26:58.478142,20,0.1141,slightly_bullish,0.0482,0.8359,positive_momentum,8,0,12
MSFT,2025-12-09T18:26:58.491154,20,0.1141,slightly_bullish,0.0273,0.8359,positive_momentum,8,0,12
GOOGL,2025-12-09T18:26:58.502544,20,0.1141,slightly_bullish,0.062,0.8359,positive_momentum,8,0,12
AMZN,2025-12-09T18:26:58.514010,20,0.1141,slightly_bullish,0.0737,0.8359,positive_momentum,8,0,12
META,2025-12-09T18:26:58.525433,20,0.1141,slightly_bullish,-0.0027,0.8359,mixed_signals,8,0,12
NVDA,2025-12-09T18:26:58.536601,20,0.1141,slightly_bullish,-0.0398,0.8359,mixed_signals,8,0,12
TSLA,2025-12-09T18:26:58.547781,20,0.1141,slightly_bullish,-0.0625,0.8359,mixed_signals,8,0,12
JPM,2025-12-09T18:26:58.559545,20,0.1141,slightly_bullish,0.1344,0.8359,positive_momentum,8,0,12
V,2025-12-09T18:26:58.570855,20,0.1141,slightly_bullish,0.1348,0.8359,positive_momentum,8,0,12
JNJ,2025-12-09T18:26:58.581990,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
