symbol,analyzed_at,article_count,average_sentiment,sentiment_trend,momentum,confidence,recommendation,positive_articles,negative_articles,neutral_articles
AAPL,2025-12-09T10:24:44.147789,20,0.1141,slightly_bullish,-0.0598,0.8359,mixed_signals,8,0,12
MSFT,2025-12-09T10:24:44.159156,20,0.1141,slightly_bullish,-0.0281,0.8359,mixed_signals,8,0,12
GOOGL,2025-12-09T10:24:44.169023,20,0.1141,slightly_bullish,-0.0143,0.8359,mixed_signals,8,0,12
AMZN,2025-12-09T10:24:44.178575,20,0.1141,slightly_bullish,0.0156,0.8359,positive_momentum,8,0,12
META,2025-12-09T10:24:44.188211,20,0.1141,slightly_bullish,-0.0,0.8359,mixed_signals,8,0,12
NVDA,2025-12-09T10:24:44.197898,20,0.1141,slightly_bullish,0.0209,0.8359,positive_momentum,8,0,12
TSLA,2025-12-09T10:24:44.207589,20,0.1141,slightly_bullish,-0.0008,0.8359,mixed_signals,8,0,12
JPM,2025-12-09T10:24:44.220664,20,0.1141,slightly_bullish,-0.0389,0.8359,mixed_signals,8,0,12
V,2025-12-09T10:24:44.230377,20,0.1141,slightly_bullish,-0.0005,0.8359,mixed_signals,8,0,12
JNJ,2025-12-09T10:24:44.239770,20,0.1141,slightly_bullish,-0.0008,0.8359,mixed_signals,8,0,12
